change_id,system,change_type,change_size,requester_team,requested_window,rollback_plan_exists,rollback_plan_tested,similar_past_changes_count,similar_past_changes_failure_rate,system_incidents_last_90_days,schedule_conflict,description,outcome,true_risk_probability,risk_level
CHG-3419,Website-Frontend,Infrastructure-Change,Large,SRE,Peak-Hours,Yes,No,54,0.13,0,No,Infrastructure-Change on Website-Frontend (large change) requested by SRE during peak hours.,Success,0.233,Medium
CHG-3420,Billing-DB,Infrastructure-Change,Small,DevOps,Business-Hours-Weekday,Yes,No,41,0.087,1,No,Infrastructure-Change on Billing-DB (small change) requested by DevOps during business hours weekday.,Success,0.2,Medium
CHG-3421,Search-Service,Security-Patch,Small,Platform,Peak-Hours,Yes,Yes,22,0.075,0,No,Security-Patch on Search-Service (small change) requested by Platform during peak hours.,Success,0.058,Low
CHG-3422,Inventory-API,Patch,Medium,SRE,Weekend,Yes,Yes,22,0.243,1,No,Patch on Inventory-API (medium change) requested by SRE during weekend.,Success,0.065,Low
CHG-3423,Website-Frontend,Patch,Medium,SRE,Peak-Hours,No,,46,0.286,1,No,Patch on Website-Frontend (medium change) requested by SRE during peak hours.,Failed,0.319,Medium
CHG-3424,Reporting-DB,Patch,Small,Platform,Business-Hours-Weekday,Yes,No,12,0.07,0,No,Patch on Reporting-DB (small change) requested by Platform during business hours weekday.,Success,0.061,Low
CHG-3425,Notification-Service,Patch,Medium,DevOps,Business-Hours-Weekday,No,,52,0.245,1,Yes,Patch on Notification-Service (medium change) requested by DevOps during business hours weekday.,Caused-Incident,0.424,High
CHG-3426,Inventory-API,Security-Patch,Medium,Security,Off-Hours-Weekday,Yes,No,47,0.101,0,No,Security-Patch on Inventory-API (medium change) requested by Security during off hours weekday.,Success,0.056,Low
CHG-3427,Inventory-API,Security-Patch,Small,Security,Business-Hours-Weekday,Yes,No,1,0.074,2,No,Security-Patch on Inventory-API (small change) requested by Security during business hours weekday.,Success,0.244,Medium
CHG-3428,Billing-DB,Config-Update,Small,Platform,Weekend,Yes,Yes,6,0.234,1,No,Config-Update on Billing-DB (small change) requested by Platform during weekend.,Success,0.047,Low
CHG-3429,Auth-Service,Security-Patch,Medium,Backend,Business-Hours-Weekday,No,,54,0.085,2,No,Security-Patch on Auth-Service (medium change) requested by Backend during business hours weekday.,Failed,0.331,Medium
CHG-3430,Reporting-DB,Infrastructure-Change,Medium,DevOps,Business-Hours-Weekday,Yes,Yes,43,0.341,1,No,Infrastructure-Change on Reporting-DB (medium change) requested by DevOps during business hours weekday.,Success,0.342,Medium
CHG-3431,Notification-Service,Patch,Medium,Backend,Business-Hours-Weekday,Yes,Yes,59,0.114,1,No,Patch on Notification-Service (medium change) requested by Backend during business hours weekday.,Success,0.067,Low
CHG-3432,Search-Service,Database-Schema-Change,Small,DevOps,Off-Hours-Weekday,No,,39,0.103,1,No,Database-Schema-Change on Search-Service (small change) requested by DevOps during off hours weekday.,Success,0.107,Low
CHG-3433,Auth-Service,Security-Patch,Large,DevOps,Business-Hours-Weekday,No,,19,0.105,1,No,Security-Patch on Auth-Service (large change) requested by DevOps during business hours weekday.,Failed,0.335,Medium
CHG-3434,Auth-Service,Config-Update,Medium,Data-Engineering,Business-Hours-Weekday,Yes,Yes,43,0.177,0,No,Config-Update on Auth-Service (medium change) requested by Data-Engineering during business hours weekday.,Success,0.043,Low
CHG-3435,Payments-Service,Security-Patch,Small,Platform,Peak-Hours,Yes,Yes,16,0.209,2,Yes,Security-Patch on Payments-Service (small change) requested by Platform during peak hours.,Success,0.565,High
CHG-3436,Payments-Service,Database-Schema-Change,Small,DevOps,Business-Hours-Weekday,Yes,No,33,0.353,1,Yes,Database-Schema-Change on Payments-Service (small change) requested by DevOps during business hours weekday.,Failed,0.643,High
CHG-3437,Inventory-API,Patch,Small,Data-Engineering,Weekend,Yes,Yes,56,0.157,1,No,Patch on Inventory-API (small change) requested by Data-Engineering during weekend.,Success,0.016,Low
CHG-3438,Auth-Service,Patch,Medium,Security,Peak-Hours,No,,58,0.068,0,Yes,Patch on Auth-Service (medium change) requested by Security during peak hours.,Success,0.318,Medium
CHG-3439,Billing-DB,Security-Patch,Small,Backend,Weekend,No,,41,0.35,0,Yes,Security-Patch on Billing-DB (small change) requested by Backend during weekend.,Failed,0.245,Medium
CHG-3440,Payments-Service,Config-Update,Large,DevOps,Off-Hours-Weekday,Yes,No,13,0.088,0,No,Config-Update on Payments-Service (large change) requested by DevOps during off hours weekday.,Success,0.087,Low
CHG-3441,Payments-Service,Deployment,Medium,Security,Off-Hours-Weekday,Yes,Yes,16,0.137,2,No,Deployment on Payments-Service (medium change) requested by Security during off hours weekday.,Success,0.066,Low
CHG-3442,Inventory-API,Deployment,Small,SRE,Business-Hours-Weekday,Yes,Yes,42,0.086,0,Yes,Deployment on Inventory-API (small change) requested by SRE during business hours weekday.,Success,0.086,Low
CHG-3443,Auth-Service,Deployment,Medium,Data-Engineering,Business-Hours-Weekday,Yes,Yes,59,0.179,1,No,Deployment on Auth-Service (medium change) requested by Data-Engineering during business hours weekday.,Success,0.077,Low
CHG-3444,Reporting-DB,Deployment,Medium,Backend,Weekend,Yes,No,48,0.456,1,No,Deployment on Reporting-DB (medium change) requested by Backend during weekend.,Failed,0.147,Low
CHG-3445,Website-Frontend,Security-Patch,Large,Security,Business-Hours-Weekday,Yes,Yes,35,0.145,1,No,Security-Patch on Website-Frontend (large change) requested by Security during business hours weekday.,Success,0.202,Medium
CHG-3446,Payments-Service,Deployment,Small,Security,Business-Hours-Weekday,Yes,Yes,7,0.393,1,Yes,Deployment on Payments-Service (small change) requested by Security during business hours weekday.,Success,0.467,High
CHG-3447,Reporting-DB,Deployment,Medium,DevOps,Business-Hours-Weekday,Yes,No,37,0.159,1,No,Deployment on Reporting-DB (medium change) requested by DevOps during business hours weekday.,Failed,0.135,Low
CHG-3448,Auth-Service,Infrastructure-Change,Medium,Data-Engineering,Business-Hours-Weekday,No,,48,0.271,2,No,Infrastructure-Change on Auth-Service (medium change) requested by Data-Engineering during business hours weekday.,Caused-Incident,0.397,Medium
CHG-3449,Reporting-DB,Config-Update,Small,Security,Business-Hours-Weekday,Yes,No,36,0.17,1,No,Config-Update on Reporting-DB (small change) requested by Security during business hours weekday.,Success,0.081,Low
CHG-3450,Reporting-DB,Deployment,Small,Platform,Peak-Hours,Yes,Yes,35,0.095,1,No,Deployment on Reporting-DB (small change) requested by Platform during peak hours.,Success,0.114,Low
CHG-3451,Payments-Service,Security-Patch,Small,Backend,Business-Hours-Weekday,Yes,No,23,0.091,1,No,Security-Patch on Payments-Service (small change) requested by Backend during business hours weekday.,Success,0.1,Low
CHG-3452,Auth-Service,Database-Schema-Change,Small,Backend,Business-Hours-Weekday,Yes,No,19,0.23,0,No,Database-Schema-Change on Auth-Service (small change) requested by Backend during business hours weekday.,Success,0.205,Medium
CHG-3453,Notification-Service,Patch,Large,Platform,Business-Hours-Weekday,No,,46,0.235,0,Yes,Patch on Notification-Service (large change) requested by Platform during business hours weekday.,Failed,0.436,High
CHG-3454,Website-Frontend,Deployment,Small,DevOps,Business-Hours-Weekday,No,,58,0.04,0,No,Deployment on Website-Frontend (small change) requested by DevOps during business hours weekday.,Success,0.036,Low
CHG-3455,Notification-Service,Patch,Medium,DevOps,Peak-Hours,Yes,Yes,15,0.293,3,No,Patch on Notification-Service (medium change) requested by DevOps during peak hours.,Failed,0.425,High
CHG-3456,Inventory-API,Database-Schema-Change,Large,SRE,Business-Hours-Weekday,Yes,Yes,22,0.041,0,Yes,Database-Schema-Change on Inventory-API (large change) requested by SRE during business hours weekday.,Failed,0.418,High
CHG-3457,Inventory-API,Security-Patch,Small,Platform,Off-Hours-Weekday,Yes,Yes,31,0.122,0,No,Security-Patch on Inventory-API (small change) requested by Platform during off hours weekday.,Success,0.02,Low
CHG-3458,Search-Service,Infrastructure-Change,Small,SRE,Business-Hours-Weekday,Yes,No,3,0.076,2,No,Infrastructure-Change on Search-Service (small change) requested by SRE during business hours weekday.,Success,0.255,Medium
CHG-3459,Auth-Service,Config-Update,Small,Backend,Off-Hours-Weekday,Yes,No,55,0.267,2,No,Config-Update on Auth-Service (small change) requested by Backend during off hours weekday.,Success,0.06,Low
CHG-3460,Inventory-API,Infrastructure-Change,Medium,Data-Engineering,Business-Hours-Weekday,Yes,No,39,0.218,2,No,Infrastructure-Change on Inventory-API (medium change) requested by Data-Engineering during business hours weekday.,Failed,0.297,Medium
CHG-3461,Website-Frontend,Database-Schema-Change,Small,DevOps,Off-Hours-Weekday,Yes,Yes,58,0.077,1,Yes,Database-Schema-Change on Website-Frontend (small change) requested by DevOps during off hours weekday.,Success,0.215,Medium
CHG-3462,Website-Frontend,Security-Patch,Medium,SRE,Business-Hours-Weekday,Yes,No,22,0.12,0,No,Security-Patch on Website-Frontend (medium change) requested by SRE during business hours weekday.,Success,0.079,Low
CHG-3463,Billing-DB,Deployment,Medium,DevOps,Peak-Hours,Yes,Yes,21,0.207,1,No,Deployment on Billing-DB (medium change) requested by DevOps during peak hours.,Success,0.179,Medium
CHG-3464,Reporting-DB,Patch,Small,SRE,Business-Hours-Weekday,Yes,No,57,0.167,1,No,Patch on Reporting-DB (small change) requested by SRE during business hours weekday.,Success,0.065,Low
CHG-3465,Auth-Service,Security-Patch,Small,DevOps,Off-Hours-Weekday,Yes,Yes,0,0.126,1,No,Security-Patch on Auth-Service (small change) requested by DevOps during off hours weekday.,Success,0.033,Low
CHG-3466,Payments-Service,Database-Schema-Change,Medium,Platform,Peak-Hours,Yes,No,31,0.172,1,No,Database-Schema-Change on Payments-Service (medium change) requested by Platform during peak hours.,Success,0.378,Medium
CHG-3467,Website-Frontend,Patch,Small,Data-Engineering,Business-Hours-Weekday,No,,1,0.303,0,No,Patch on Website-Frontend (small change) requested by Data-Engineering during business hours weekday.,Failed,0.187,Medium
CHG-3468,Billing-DB,Deployment,Small,Data-Engineering,Business-Hours-Weekday,Yes,No,9,0.136,0,Yes,Deployment on Billing-DB (small change) requested by Data-Engineering during business hours weekday.,Success,0.166,Medium
CHG-3469,Auth-Service,Patch,Small,Security,Off-Hours-Weekday,No,,30,0.257,1,Yes,Patch on Auth-Service (small change) requested by Security during off hours weekday.,Success,0.323,Medium
CHG-3470,Inventory-API,Deployment,Small,DevOps,Off-Hours-Weekday,Yes,No,16,0.097,1,No,Deployment on Inventory-API (small change) requested by DevOps during off hours weekday.,Success,0.056,Low
CHG-3471,Inventory-API,Patch,Small,Security,Off-Hours-Weekday,No,,59,0.161,2,Yes,Patch on Inventory-API (small change) requested by Security during off hours weekday.,Success,0.206,Medium
CHG-3472,Inventory-API,Patch,Medium,Data-Engineering,Business-Hours-Weekday,Yes,Yes,50,0.076,0,Yes,Patch on Inventory-API (medium change) requested by Data-Engineering during business hours weekday.,Success,0.068,Low
CHG-3473,Notification-Service,Deployment,Small,SRE,Business-Hours-Weekday,Yes,Yes,38,0.187,2,No,Deployment on Notification-Service (small change) requested by SRE during business hours weekday.,Success,0.068,Low
CHG-3474,Notification-Service,Patch,Small,Platform,Peak-Hours,Yes,No,57,0.147,1,Yes,Patch on Notification-Service (small change) requested by Platform during peak hours.,Success,0.251,Medium
CHG-3475,Inventory-API,Infrastructure-Change,Small,Security,Business-Hours-Weekday,Yes,Yes,13,0.226,1,No,Infrastructure-Change on Inventory-API (small change) requested by Security during business hours weekday.,Success,0.246,Medium
CHG-3476,Auth-Service,Security-Patch,Medium,DevOps,Business-Hours-Weekday,No,,59,0.269,0,No,Security-Patch on Auth-Service (medium change) requested by DevOps during business hours weekday.,Success,0.124,Low
CHG-3477,Inventory-API,Infrastructure-Change,Large,DevOps,Business-Hours-Weekday,Yes,Yes,25,0.1,1,Yes,Infrastructure-Change on Inventory-API (large change) requested by DevOps during business hours weekday.,Success,0.482,High
CHG-3478,Reporting-DB,Database-Schema-Change,Small,Security,Weekend,Yes,Yes,15,0.037,0,No,Database-Schema-Change on Reporting-DB (small change) requested by Security during weekend.,Success,0.036,Low
CHG-3479,Search-Service,Security-Patch,Medium,Security,Peak-Hours,Yes,No,47,0.236,2,No,Security-Patch on Search-Service (medium change) requested by Security during peak hours.,Failed,0.397,Medium
CHG-3480,Website-Frontend,Security-Patch,Medium,SRE,Business-Hours-Weekday,No,,39,0.117,0,Yes,Security-Patch on Website-Frontend (medium change) requested by SRE during business hours weekday.,Caused-Incident,0.465,High
CHG-3481,Website-Frontend,Security-Patch,Small,Backend,Weekend,Yes,No,1,0.16,2,No,Security-Patch on Website-Frontend (small change) requested by Backend during weekend.,Success,0.17,Medium
CHG-3482,Reporting-DB,Security-Patch,Small,Security,Business-Hours-Weekday,Yes,No,42,0.131,1,No,Security-Patch on Reporting-DB (small change) requested by Security during business hours weekday.,Success,0.056,Low
CHG-3483,Website-Frontend,Config-Update,Small,Security,Business-Hours-Weekday,Yes,No,54,0.246,0,No,Config-Update on Website-Frontend (small change) requested by Security during business hours weekday.,Success,0.05,Low
CHG-3484,Search-Service,Patch,Large,Data-Engineering,Off-Hours-Weekday,Yes,No,55,0.129,2,Yes,Patch on Search-Service (large change) requested by Data-Engineering during off hours weekday.,Success,0.277,Medium
CHG-3485,Auth-Service,Database-Schema-Change,Medium,SRE,Business-Hours-Weekday,Yes,Yes,7,0.171,2,No,Database-Schema-Change on Auth-Service (medium change) requested by SRE during business hours weekday.,Failed,0.402,High
CHG-3486,Payments-Service,Database-Schema-Change,Medium,Security,Weekend,Yes,No,31,0.157,1,No,Database-Schema-Change on Payments-Service (medium change) requested by Security during weekend.,Success,0.133,Low
CHG-3487,Payments-Service,Database-Schema-Change,Medium,Backend,Off-Hours-Weekday,Yes,Yes,19,0.091,1,No,Database-Schema-Change on Payments-Service (medium change) requested by Backend during off hours weekday.,Success,0.155,Medium
CHG-3488,Inventory-API,Patch,Medium,Data-Engineering,Peak-Hours,Yes,Yes,23,0.156,1,No,Patch on Inventory-API (medium change) requested by Data-Engineering during peak hours.,Success,0.147,Low
CHG-3489,Search-Service,Patch,Small,Platform,Off-Hours-Weekday,Yes,No,7,0.309,0,Yes,Patch on Search-Service (small change) requested by Platform during off hours weekday.,Success,0.197,Medium
CHG-3490,Search-Service,Infrastructure-Change,Large,Security,Off-Hours-Weekday,Yes,Yes,49,0.133,3,Yes,Infrastructure-Change on Search-Service (large change) requested by Security during off hours weekday.,Success,0.394,Medium
CHG-3491,Inventory-API,Patch,Small,Data-Engineering,Weekend,No,,21,0.063,0,Yes,Patch on Inventory-API (small change) requested by Data-Engineering during weekend.,Success,0.075,Low
CHG-3492,Auth-Service,Config-Update,Small,Platform,Peak-Hours,No,,44,0.116,0,No,Config-Update on Auth-Service (small change) requested by Platform during peak hours.,Failed,0.079,Low
CHG-3493,Search-Service,Security-Patch,Medium,Data-Engineering,Business-Hours-Weekday,Yes,Yes,12,0.064,2,Yes,Security-Patch on Search-Service (medium change) requested by Data-Engineering during business hours weekday.,Failed,0.302,Medium
CHG-3494,Auth-Service,Infrastructure-Change,Small,Backend,Off-Hours-Weekday,Yes,No,59,0.092,0,No,Infrastructure-Change on Auth-Service (small change) requested by Backend during off hours weekday.,Success,0.058,Low
CHG-3495,Payments-Service,Deployment,Large,Security,Business-Hours-Weekday,Yes,Yes,52,0.236,1,Yes,Deployment on Payments-Service (large change) requested by Security during business hours weekday.,Failed,0.378,Medium
CHG-3496,Search-Service,Database-Schema-Change,Medium,Data-Engineering,Business-Hours-Weekday,Yes,No,43,0.112,1,Yes,Database-Schema-Change on Search-Service (medium change) requested by Data-Engineering during business hours weekday.,Failed,0.537,High
CHG-3497,Billing-DB,Deployment,Medium,Security,Weekend,Yes,Yes,21,0.081,2,No,Deployment on Billing-DB (medium change) requested by Security during weekend.,Success,0.052,Low
CHG-3498,Inventory-API,Deployment,Small,Security,Off-Hours-Weekday,No,,9,0.109,1,Yes,Deployment on Inventory-API (small change) requested by Security during off hours weekday.,Success,0.274,Medium
CHG-3499,Website-Frontend,Deployment,Small,SRE,Business-Hours-Weekday,No,,31,0.233,1,No,Deployment on Website-Frontend (small change) requested by SRE during business hours weekday.,Success,0.284,Medium
CHG-3500,Payments-Service,Database-Schema-Change,Medium,SRE,Off-Hours-Weekday,Yes,Yes,21,0.089,2,Yes,Database-Schema-Change on Payments-Service (medium change) requested by SRE during off hours weekday.,Failed,0.259,Medium
CHG-3501,Search-Service,Config-Update,Small,Backend,Business-Hours-Weekday,No,,57,0.204,2,No,Config-Update on Search-Service (small change) requested by Backend during business hours weekday.,Failed,0.151,Medium
CHG-3502,Search-Service,Config-Update,Large,Data-Engineering,Off-Hours-Weekday,Yes,No,40,0.313,2,Yes,Config-Update on Search-Service (large change) requested by Data-Engineering during off hours weekday.,Failed,0.324,Medium
CHG-3503,Reporting-DB,Config-Update,Medium,DevOps,Peak-Hours,Yes,No,54,0.171,1,Yes,Config-Update on Reporting-DB (medium change) requested by DevOps during peak hours.,Success,0.236,Medium
CHG-3504,Search-Service,Database-Schema-Change,Small,SRE,Business-Hours-Weekday,Yes,Yes,47,0.391,4,No,Database-Schema-Change on Search-Service (small change) requested by SRE during business hours weekday.,Failed,0.538,High
CHG-3505,Payments-Service,Database-Schema-Change,Large,DevOps,Business-Hours-Weekday,No,,30,0.052,3,No,Database-Schema-Change on Payments-Service (large change) requested by DevOps during business hours weekday.,Failed,0.693,High
CHG-3506,Website-Frontend,Infrastructure-Change,Medium,SRE,Weekend,Yes,Yes,50,0.116,1,No,Infrastructure-Change on Website-Frontend (medium change) requested by SRE during weekend.,Success,0.046,Low
CHG-3507,Reporting-DB,Database-Schema-Change,Medium,Security,Off-Hours-Weekday,Yes,No,6,0.248,0,No,Database-Schema-Change on Reporting-DB (medium change) requested by Security during off hours weekday.,Success,0.171,Medium
CHG-3508,Inventory-API,Config-Update,Small,SRE,Business-Hours-Weekday,No,,19,0.039,3,No,Config-Update on Inventory-API (small change) requested by SRE during business hours weekday.,Success,0.211,Medium
CHG-3509,Reporting-DB,Security-Patch,Large,Security,Weekend,No,,8,0.244,0,No,Security-Patch on Reporting-DB (large change) requested by Security during weekend.,Success,0.216,Medium
CHG-3510,Payments-Service,Security-Patch,Small,Data-Engineering,Peak-Hours,No,,57,0.015,0,No,Security-Patch on Payments-Service (small change) requested by Data-Engineering during peak hours.,Success,0.06,Low
CHG-3511,Search-Service,Patch,Small,DevOps,Weekend,Yes,Yes,1,0.031,0,No,Patch on Search-Service (small change) requested by DevOps during weekend.,Success,0.018,Low
CHG-3512,Reporting-DB,Security-Patch,Medium,DevOps,Business-Hours-Weekday,Yes,Yes,25,0.22,0,Yes,Security-Patch on Reporting-DB (medium change) requested by DevOps during business hours weekday.,Success,0.259,Medium
CHG-3513,Notification-Service,Infrastructure-Change,Small,Security,Peak-Hours,Yes,Yes,11,0.5,1,No,Infrastructure-Change on Notification-Service (small change) requested by Security during peak hours.,Success,0.42,High
CHG-3514,Payments-Service,Infrastructure-Change,Small,Data-Engineering,Weekend,Yes,Yes,44,0.131,2,No,Infrastructure-Change on Payments-Service (small change) requested by Data-Engineering during weekend.,Success,0.073,Low
CHG-3515,Inventory-API,Database-Schema-Change,Small,Platform,Business-Hours-Weekday,Yes,No,54,0.5,0,No,Database-Schema-Change on Inventory-API (small change) requested by Platform during business hours weekday.,Failed,0.305,Medium
CHG-3516,Billing-DB,Config-Update,Medium,DevOps,Peak-Hours,Yes,Yes,22,0.03,1,No,Config-Update on Billing-DB (medium change) requested by DevOps during peak hours.,Success,0.064,Low
CHG-3517,Payments-Service,Infrastructure-Change,Small,Security,Off-Hours-Weekday,Yes,No,30,0.103,1,Yes,Infrastructure-Change on Payments-Service (small change) requested by Security during off hours weekday.,Success,0.26,Medium
CHG-3518,Auth-Service,Infrastructure-Change,Small,SRE,Weekend,Yes,Yes,52,0.123,2,No,Infrastructure-Change on Auth-Service (small change) requested by SRE during weekend.,Success,0.053,Low
CHG-3519,Notification-Service,Security-Patch,Medium,Data-Engineering,Business-Hours-Weekday,Yes,Yes,15,0.207,1,Yes,Security-Patch on Notification-Service (medium change) requested by Data-Engineering during business hours weekday.,Failed,0.475,High
CHG-3520,Inventory-API,Config-Update,Medium,Data-Engineering,Peak-Hours,Yes,Yes,11,0.207,2,No,Config-Update on Inventory-API (medium change) requested by Data-Engineering during peak hours.,Failed,0.231,Medium
CHG-3521,Search-Service,Config-Update,Small,DevOps,Off-Hours-Weekday,Yes,No,30,0.109,0,No,Config-Update on Search-Service (small change) requested by DevOps during off hours weekday.,Success,0.03,Low
CHG-3522,Search-Service,Database-Schema-Change,Medium,Backend,Off-Hours-Weekday,Yes,Yes,36,0.5,2,Yes,Database-Schema-Change on Search-Service (medium change) requested by Backend during off hours weekday.,Failed,0.642,High
CHG-3523,Reporting-DB,Config-Update,Medium,DevOps,Peak-Hours,No,,46,0.235,0,No,Config-Update on Reporting-DB (medium change) requested by DevOps during peak hours.,Failed,0.149,Low
CHG-3524,Billing-DB,Infrastructure-Change,Medium,DevOps,Peak-Hours,Yes,Yes,32,0.099,1,No,Infrastructure-Change on Billing-DB (medium change) requested by DevOps during peak hours.,Success,0.25,Medium
CHG-3525,Inventory-API,Security-Patch,Large,Security,Business-Hours-Weekday,No,,11,0.2,1,No,Security-Patch on Inventory-API (large change) requested by Security during business hours weekday.,Caused-Incident,0.569,High
CHG-3526,Notification-Service,Database-Schema-Change,Small,Data-Engineering,Weekend,No,,39,0.092,1,No,Database-Schema-Change on Notification-Service (small change) requested by Data-Engineering during weekend.,Success,0.119,Low
CHG-3527,Notification-Service,Config-Update,Small,Platform,Weekend,Yes,Yes,37,0.06,1,No,Config-Update on Notification-Service (small change) requested by Platform during weekend.,Success,0.015,Low
CHG-3528,Payments-Service,Patch,Small,Security,Business-Hours-Weekday,Yes,No,54,0.06,0,Yes,Patch on Payments-Service (small change) requested by Security during business hours weekday.,Success,0.065,Low
CHG-3529,Billing-DB,Deployment,Medium,SRE,Off-Hours-Weekday,No,,42,0.072,1,No,Deployment on Billing-DB (medium change) requested by SRE during off hours weekday.,Success,0.084,Low
CHG-3530,Search-Service,Database-Schema-Change,Medium,Data-Engineering,Peak-Hours,Yes,Yes,57,0.182,0,No,Database-Schema-Change on Search-Service (medium change) requested by Data-Engineering during peak hours.,Failed,0.126,Low
CHG-3531,Inventory-API,Database-Schema-Change,Medium,Backend,Off-Hours-Weekday,No,,56,0.214,0,No,Database-Schema-Change on Inventory-API (medium change) requested by Backend during off hours weekday.,Success,0.115,Low
CHG-3532,Reporting-DB,Deployment,Small,Backend,Business-Hours-Weekday,Yes,No,46,0.076,1,Yes,Deployment on Reporting-DB (small change) requested by Backend during business hours weekday.,Success,0.255,Medium
CHG-3533,Auth-Service,Infrastructure-Change,Small,Data-Engineering,Off-Hours-Weekday,Yes,No,37,0.061,3,No,Infrastructure-Change on Auth-Service (small change) requested by Data-Engineering during off hours weekday.,Success,0.18,Medium
CHG-3534,Inventory-API,Config-Update,Large,Backend,Weekend,Yes,No,25,0.307,1,No,Config-Update on Inventory-API (large change) requested by Backend during weekend.,Success,0.079,Low
CHG-3535,Inventory-API,Infrastructure-Change,Small,Security,Peak-Hours,Yes,No,45,0.071,2,No,Infrastructure-Change on Inventory-API (small change) requested by Security during peak hours.,Success,0.271,Medium
CHG-3536,Billing-DB,Config-Update,Small,Security,Off-Hours-Weekday,No,,24,0.139,2,Yes,Config-Update on Billing-DB (small change) requested by Security during off hours weekday.,Success,0.211,Medium
CHG-3537,Website-Frontend,Deployment,Medium,Platform,Business-Hours-Weekday,Yes,No,4,0.072,0,Yes,Deployment on Website-Frontend (medium change) requested by Platform during business hours weekday.,Success,0.252,Medium
CHG-3538,Inventory-API,Config-Update,Large,Security,Business-Hours-Weekday,Yes,No,4,0.278,1,Yes,Config-Update on Inventory-API (large change) requested by Security during business hours weekday.,Failed,0.433,High
CHG-3539,Website-Frontend,Deployment,Small,SRE,Business-Hours-Weekday,Yes,No,56,0.086,1,No,Deployment on Website-Frontend (small change) requested by SRE during business hours weekday.,Success,0.114,Low
CHG-3540,Payments-Service,Patch,Small,Backend,Business-Hours-Weekday,Yes,No,41,0.149,1,Yes,Patch on Payments-Service (small change) requested by Backend during business hours weekday.,Success,0.212,Medium
CHG-3541,Auth-Service,Deployment,Small,Security,Weekend,Yes,Yes,17,0.162,1,No,Deployment on Auth-Service (small change) requested by Security during weekend.,Success,0.037,Low
CHG-3542,Billing-DB,Database-Schema-Change,Large,Data-Engineering,Off-Hours-Weekday,Yes,Yes,12,0.144,3,No,Database-Schema-Change on Billing-DB (large change) requested by Data-Engineering during off hours weekday.,Failed,0.555,High
CHG-3543,Auth-Service,Security-Patch,Small,SRE,Business-Hours-Weekday,Yes,Yes,53,0.165,0,No,Security-Patch on Auth-Service (small change) requested by SRE during business hours weekday.,Success,0.033,Low
CHG-3544,Search-Service,Patch,Medium,Security,Business-Hours-Weekday,No,,48,0.044,1,No,Patch on Search-Service (medium change) requested by Security during business hours weekday.,Failed,0.106,Low
CHG-3545,Notification-Service,Deployment,Medium,SRE,Weekend,Yes,Yes,18,0.204,2,Yes,Deployment on Notification-Service (medium change) requested by SRE during weekend.,Success,0.324,Medium
CHG-3546,Payments-Service,Patch,Medium,SRE,Business-Hours-Weekday,Yes,No,18,0.147,2,Yes,Patch on Payments-Service (medium change) requested by SRE during business hours weekday.,Failed,0.448,High
CHG-3547,Payments-Service,Config-Update,Large,Platform,Business-Hours-Weekday,Yes,Yes,31,0.239,0,Yes,Config-Update on Payments-Service (large change) requested by Platform during business hours weekday.,Success,0.272,Medium
CHG-3548,Payments-Service,Config-Update,Small,DevOps,Business-Hours-Weekday,No,,8,0.348,2,Yes,Config-Update on Payments-Service (small change) requested by DevOps during business hours weekday.,Failed,0.669,High
CHG-3549,Website-Frontend,Database-Schema-Change,Large,SRE,Business-Hours-Weekday,Yes,Yes,11,0.212,1,No,Database-Schema-Change on Website-Frontend (large change) requested by SRE during business hours weekday.,Failed,0.357,Medium
CHG-3550,Payments-Service,Security-Patch,Small,DevOps,Off-Hours-Weekday,Yes,Yes,30,0.041,0,No,Security-Patch on Payments-Service (small change) requested by DevOps during off hours weekday.,Success,0.015,Low
CHG-3551,Payments-Service,Deployment,Small,DevOps,Business-Hours-Weekday,Yes,Yes,20,0.437,1,No,Deployment on Payments-Service (small change) requested by DevOps during business hours weekday.,Success,0.182,Medium
CHG-3552,Billing-DB,Config-Update,Small,SRE,Business-Hours-Weekday,No,,12,0.047,1,No,Config-Update on Billing-DB (small change) requested by SRE during business hours weekday.,Success,0.168,Medium
CHG-3553,Notification-Service,Infrastructure-Change,Medium,Data-Engineering,Weekend,Yes,No,48,0.04,1,No,Infrastructure-Change on Notification-Service (medium change) requested by Data-Engineering during weekend.,Success,0.095,Low
CHG-3554,Auth-Service,Security-Patch,Medium,SRE,Business-Hours-Weekday,Yes,No,21,0.104,2,No,Security-Patch on Auth-Service (medium change) requested by SRE during business hours weekday.,Success,0.19,Medium
CHG-3555,Notification-Service,Config-Update,Large,DevOps,Off-Hours-Weekday,No,,9,0.279,0,No,Config-Update on Notification-Service (large change) requested by DevOps during off hours weekday.,Success,0.123,Low
CHG-3556,Billing-DB,Patch,Medium,Platform,Weekend,Yes,Yes,12,0.054,1,Yes,Patch on Billing-DB (medium change) requested by Platform during weekend.,Success,0.103,Low
CHG-3557,Billing-DB,Patch,Large,Platform,Weekend,Yes,No,34,0.182,1,No,Patch on Billing-DB (large change) requested by Platform during weekend.,Success,0.065,Low
CHG-3558,Inventory-API,Security-Patch,Small,Backend,Business-Hours-Weekday,No,,35,0.374,2,No,Security-Patch on Inventory-API (small change) requested by Backend during business hours weekday.,Failed,0.477,High
